id,source,target,relationship_type
rel_000474,Architecture Description Language (ADL),Reuse,IMPLEMENTS
rel_000475,Architecture Description Languages (ADL),Software Architecture Specification,IMPLEMENTS
rel_000476,Architecture Description Languages (ADLs),Component Software,IMPLEMENTS
rel_000477,Architecture Description Languages (ADLs),Formal Notations,IMPLEMENTS
rel_000478,Architecture Design Studios,Architecturally Significant Requirements,PART_OF
rel_000479,Architecture Evaluation,ATAM,IMPLEMENTS
rel_000480,Architecture Evaluation,Architecture Decision Records,CONTAINS
rel_000481,Architecture Evaluation,Maintainability,DEPENDS_ON
rel_000482,Architecture Evaluation,Maintainability,RELATES_TO
rel_000483,Architecture Evaluation,Reliability,RELATES_TO
rel_000484,Architecture Evaluation,Scalability,DEPENDS_ON
rel_000485,Architecture Evaluation,Scalability,RELATES_TO
rel_000486,Architecture Evaluation,Security,RELATES_TO
rel_000487,Architecture Evaluation (ATAM),Architecturally Significant Requirements,RELATES_TO
rel_000488,Architecture Partitioning,Layered Architecture,RELATES_TO
rel_000489,Architecture Patterns,Code Reuse,DEPENDS_ON
rel_000490,Architecture Patterns,Meta-Model,CONTAINS
rel_000491,Architecture Patterns,Non-Functional Properties,RELATES_TO
rel_000492,Architecture Patterns,Quality Attributes,RELATES_TO
rel_000493,Architecture Quantum,Microservices Architecture,PART_OF
rel_000494,Architecture Reconstruction Guidelines,Documenting Architectural Layers,RELATES_TO
rel_000495,Architecture Review Board,Architectural Competence,PART_OF
rel_000496,Architecture Review Board,VTK Subsystems,RELATES_TO
rel_000497,Architecture Trade-off Analysis,Deep Evaluation,DEPENDS_ON
rel_000498,Architecture Trade-off Analysis Method (ATAM),Performance,RELATES_TO
rel_000499,Architecture Trade-off Analysis Method (ATAM),Quality Attributes,DEPENDS_ON
rel_000500,Architecture as a Discipline,Architecture Styles and Types,RELATES_TO
rel_000501,Architecture in the Small,Architecture in the Large,RELATES_TO
rel_000502,Architecture-centric Software Project Management,Agile Methodologies,RELATES_TO
rel_000503,Array,Iterable Interface,DEPENDS_ON
rel_000504,ArrayCompositor,Compositor,IMPLEMENTS
rel_000505,ArrayCompositor,Strategy Pattern,PART_OF
rel_000506,ArrayList,Iterable Interface,IMPLEMENTS
rel_000507,ArrayList,Iterator Pattern,DEPENDS_ON
rel_000508,ArrayList,List,IMPLEMENTS
rel_000509,Arrays.sort(),Template Method Pattern,RELATES_TO
rel_000510,Artifact,Component,PART_OF
rel_000511,Artifact,Scenario-based Analysis,PART_OF
rel_000512,Artifact,User Interface,CONTAINS
rel_000513,Artist,Composite Artist,IMPLEMENTS
rel_000514,Artist,Composite Artist,PART_OF
rel_000515,Artist,Primitive Artist,PART_OF
rel_000516,Artist,SomeArtist,IMPLEMENTS
rel_000517,Artist API,Backend API,CONTAINS
rel_000518,Artist Layer,Composite Artist,CONTAINS
rel_000519,Artist Layer,Primitive Artist,CONTAINS
rel_000520,Aspect-Oriented Design,Service-Oriented Architecture,RELATES_TO
rel_000521,Assembly Code Optimization,Performance,IMPLEMENTS
rel_000522,Association,Multiplicity Constraints,CONTAINS
rel_000523,Associative Array,Ruleset Metadata,CONTAINS
rel_000524,Assurance Case,Dependability,RELATES_TO
rel_000525,Asterisk Abstract Channel Interface,Channel Bridge,PART_OF
rel_000526,Asterisk Core Application,Module Registry,CONTAINS
rel_000527,Asymmetric Key Encryption,Public Key Encryption,RELATES_TO
rel_000528,Atomic Distributed Transactions,Compensating Transaction Pattern,DEPENDS_ON
rel_000529,Atomic Unit Test,Unit Testing,PART_OF
rel_000530,Atomicity,Consistency,DEPENDS_ON
rel_000531,Atoms,Remote WebDriver,RELATES_TO
rel_000532,Attack Detection,Security,PART_OF
rel_000533,Attack Resistance,Resilience Engineering,PART_OF
rel_000534,Attribute-Driven Design (ADD),Design-for-commonality,IMPLEMENTS
rel_000535,Attribute-Driven Design (ADD),Quality Attributes,IMPLEMENTS
rel_000536,Auctioneer Capture,Availability,CONTAINS
rel_000537,Auctioneer Capture,Reliability,CONTAINS
rel_000538,Audit Log,Event Sourcing,DEPENDS_ON
rel_000539,Audit Table,Scalability,DEPENDS_ON
rel_000540,Audit Tactic,Security,IMPLEMENTS
rel_000541,Authentication Service,Tenant,DEPENDS_ON
rel_000542,Authentication and Authorization,Security and Performance Trade-off,IMPLEMENTS
rel_000543,AuthenticationService,Application Services,RELATES_TO
rel_000544,AuthenticationService,Separated Interface,DEPENDS_ON
rel_000545,AuthenticationService,Separated Interface,IMPLEMENTS
rel_000546,AuthenticationService,UserRepository,DEPENDS_ON
rel_000547,Author,Collaborator,IMPLEMENTS
rel_000548,Authorization,Granularity of Privileges,DEPENDS_ON
rel_000549,Automated Interaction Layer,SQLAlchemy,DEPENDS_ON
rel_000550,Automated Testing,Dev/Sec/Ops,IMPLEMENTS
rel_000551,Automated Testing,Maintainability,RELATES_TO
rel_000552,Automated Testing,Unit Testing,IMPLEMENTS
rel_000553,Automated Tests,Performance,RELATES_TO
rel_000554,Autonomous Services,Bounded Context,DEPENDS_ON
rel_000555,Autonomous Services,Domain Events,RELATES_TO
rel_000556,Autonomous Services,Independent Data Storage,RELATES_TO
rel_000557,Autoscaler,Load Balancer,RELATES_TO
rel_000558,Availability,Backup CPU(s),RELATES_TO
rel_000559,Availability,Central Database,RELATES_TO
rel_000560,Availability,Degraded Operation,RELATES_TO
rel_000561,Availability,Disaster Recovery Capability,RELATES_TO
rel_000562,Availability,Fault Tolerance,RELATES_TO
rel_000563,Availability,Graceful Degradation,RELATES_TO
rel_000564,Availability,Load Balancer,RELATES_TO
rel_000565,Availability,MTBF,RELATES_TO
rel_000566,Availability,MTTR,RELATES_TO
rel_000567,Availability,Mean Time Between Failures (MTBF),DEPENDS_ON
rel_000568,Availability,Mean Time to Repair (MTTR),DEPENDS_ON
rel_000569,Availability,Partition Tolerance,DEPENDS_ON
rel_000570,Availability,Performance,RELATES_TO
rel_000571,Availability,Reconfiguration,RELATES_TO
rel_000572,Availability,Reliability,RELATES_TO
rel_000573,Availability,Retry Tactic,RELATES_TO
rel_000574,Availability,Risk Assessment,PART_OF
rel_000575,Availability,Scalability,RELATES_TO
rel_000576,Availability,Service-oriented architecture,DEPENDS_ON
rel_000577,AxeBehavior,WeaponBehavior Interface,IMPLEMENTS
rel_000578,Axes,Composite Artist,PART_OF
rel_000579,Axes,Histogram Plotting,IMPLEMENTS
rel_000580,BASE Model,ACID Model,DEPENDS_ON
rel_000581,BASE Transactions,Microservices Architecture,DEPENDS_ON
rel_000582,BASE consistency model,attribute-driven design (ADD),RELATES_TO
rel_000583,BCE,Dependency Rule,IMPLEMENTS
rel_000584,BINARY_ADD,objspace,DEPENDS_ON
rel_000585,BINARY_ADD Opcode,Objspace,DEPENDS_ON
rel_000586,BINARY_ADD opcode,objspace,DEPENDS_ON
rel_000587,BLOB Storage,Append-Only Storage,IMPLEMENTS
rel_000588,BPMObserver,Compound Patterns,PART_OF
rel_000589,BPMObserver,Observer Pattern,IMPLEMENTS
rel_000590,BSD Sockets API,API,IMPLEMENTS
rel_000591,BSD Sockets API,API,RELATES_TO
rel_000592,BSONSerializer,Product,DEPENDS_ON
rel_000593,BSP (Board Support Package),Layer,PART_OF
rel_000594,BTL Framework,Component Struct,DEPENDS_ON
rel_000595,BTL Framework,TCP Component,CONTAINS
rel_000596,Backend API,draw_image,IMPLEMENTS
rel_000597,Backend API,draw_path,IMPLEMENTS
rel_000598,Backend API,draw_text,IMPLEMENTS
rel_000599,Backend Layer,Event,CONTAINS
rel_000600,Backend Layer,Event Handling,CONTAINS
rel_000601,Backend Layer,FigureCanvas,CONTAINS
rel_000602,Backend Layer,FigureCanvas,IMPLEMENTS
rel_000603,Backend Layer,Renderer,CONTAINS
rel_000604,BacklogItem,Aggregate,PART_OF
rel_000605,BacklogItem,BacklogItemStatusType,CONTAINS
rel_000606,BacklogItem,Bounded Context,PART_OF
rel_000607,BacklogItem,BusinessPriorityTotals,DEPENDS_ON
rel_000608,BacklogItem,Database Schema,DEPENDS_ON
rel_000609,BacklogItem,Entity,IMPLEMENTS
rel_000610,BacklogItem,Product,DEPENDS_ON
rel_000611,BacklogItem,ProductId,CONTAINS
rel_000612,BacklogItem,Repository Pattern,DEPENDS_ON
rel_000613,BacklogItem,Repository Pattern,IMPLEMENTS
rel_000614,BacklogItem,SprintId,CONTAINS
rel_000615,BacklogItem,Task,CONTAINS
rel_000616,BacklogItem,TenantId,DEPENDS_ON
rel_000617,BacklogItem,Ubiquitous Language,PART_OF
rel_000618,BacklogItem,Ubiquitous Language,RELATES_TO
rel_000619,BacklogItem,Value Object,CONTAINS
rel_000620,BacklogItem,commitTo,CONTAINS
rel_000621,BacklogItem,commitTo,IMPLEMENTS
rel_000622,BacklogItem Root Entity,Aggregate,CONTAINS
rel_000623,BacklogItem Root Entity,Aggregate,PART_OF
rel_000624,BacklogItemCommitted,Bounded Context,PART_OF
rel_000625,BacklogItemPresentationModel,Aggregate,DEPENDS_ON
rel_000626,BacklogItemPresentationModel,Ubiquitous Language,RELATES_TO
rel_000627,BacklogItemRepository,BacklogItem,DEPENDS_ON
rel_000628,BacklogItemRepository,TaskRepository,RELATES_TO
rel_000629,BacklogItemStatusType,State Pattern,RELATES_TO
rel_000630,Backspace Method,Text Class,PART_OF
rel_000631,Backspace Method,User Interface Module,RELATES_TO
rel_000632,Backup Sensor,Safety Tactics,PART_OF
rel_000633,Backup and Recovery,Maintainability,DEPENDS_ON
rel_000634,Backup and Recovery,Security Control,RELATES_TO
rel_000635,Backwards Compatibility,Posix Standard Compliance,RELATES_TO
rel_000636,Bad Smells in Code,Decompose Conditional,RELATES_TO
rel_000637,Bad Smells in Code,Replace Function with Command,RELATES_TO
rel_000638,Baseline,Codeline,RELATES_TO
rel_000639,Bash Component Architecture,Command Processing,CONTAINS
rel_000640,Bash Component Architecture,Input Processing,CONTAINS
rel_000641,Bash Component Architecture,Parsing,CONTAINS
rel_000642,Bash Component Architecture,Word Expansions,CONTAINS
rel_000643,Batch Component,Batch Views,CONTAINS
rel_000644,Batch Processes,Testing,DEPENDS_ON
rel_000645,Batch Sequential Architecture,Event-Based Architecture,RELATES_TO
rel_000646,Batch Sequential Architecture,Modifiability,DEPENDS_ON
rel_000647,Batch Sequential Architecture,Reusability,DEPENDS_ON
rel_000648,Batch Sequential Architecture,Static Methods,IMPLEMENTS
rel_000649,BeatController,BeatModel,DEPENDS_ON
rel_000650,BeatController,ControllerInterface,IMPLEMENTS
rel_000651,BeatController,DJView,DEPENDS_ON
rel_000652,BeatModel,Abstract Factory,DEPENDS_ON
rel_000653,BeatModel,BeatModelInterface,IMPLEMENTS
rel_000654,BeatModel,Observer Pattern,IMPLEMENTS
rel_000655,BeatModelInterface,BeatModel,IMPLEMENTS
rel_000656,BeatModelInterface,Observer Pattern,IMPLEMENTS
rel_000657,BeatObserver,Compound Patterns,PART_OF
rel_000658,BeatObserver,Observer Pattern,IMPLEMENTS
rel_000659,Behavior-Rich Interface,Anemic Domain Model,CONTAINS
rel_000660,Behavioral Design,Flow-Based Designs,IMPLEMENTS
rel_000661,Behavioral Design,State-Based Designs,IMPLEMENTS
rel_000662,Behavioral Design,Table-Based Designs,IMPLEMENTS
rel_000663,Behavioral Design Description,Structural Design Description,PART_OF
rel_000664,Behavioral Design Patterns,Data Flow Diagram (DFD),RELATES_TO
rel_000665,Behavioral Design Patterns,Facade Pattern,RELATES_TO
rel_000666,Behavioral Design Patterns,Interaction Diagram,RELATES_TO
rel_000667,Behavioral Design Patterns,Performance,RELATES_TO
rel_000668,Behavioral Design Patterns,State Diagram,RELATES_TO
rel_000669,Behavioral Diagrams,Deployment Diagram,RELATES_TO
rel_000670,Behavioral Diagrams,Sequence Diagram,RELATES_TO
rel_000671,Berkeley DB 2.0 Architecture,Recovery Subsystem,CONTAINS
rel_000672,Berkeley DB 5.0.21 Architecture,Log Module,CONTAINS
rel_000673,Berkeley DB 5.0.21 Architecture,Namespace Management,DEPENDS_ON
rel_000674,Beverage Class,Decorator Pattern,PART_OF
rel_000675,BidCapture,BidTracker,RELATES_TO
rel_000676,BidCapture,Scalability,CONTAINS
rel_000677,Bidirectional Association,Root Entity,RELATES_TO
rel_000678,Big Ball of Mud,Bounded Context,DEPENDS_ON
rel_000679,Big Ball of Mud,Core Domain,DEPENDS_ON
rel_000680,Big Ball of Mud,Maintainability,RELATES_TO
rel_000681,Big Design Up Front,Microservices,CONTAINS
rel_000682,BigTable Column Family Store,Reliability,RELATES_TO
rel_000683,Bind Parameter,SQLObject,DEPENDS_ON
rel_000684,Binding,Security Credentials,DEPENDS_ON
rel_000685,Bird,SpeciesDelegate,CONTAINS
rel_000686,Bird,createBird,IMPLEMENTS
rel_000687,Bird,selectSpeciesDelegate,DEPENDS_ON
rel_000688,BitBake,BSP Layer,DEPENDS_ON
rel_000689,BitBake Server,Cooker,CONTAINS
rel_000690,BitBake Server,Cooker,DEPENDS_ON
rel_000691,BitBake Server,Cooker,RELATES_TO
rel_000692,BitBake User Interface,BitBake Server,RELATES_TO
rel_000693,Blackboard Architectural Pattern,Agent Component,CONTAINS
rel_000694,Blackboard Architectural Pattern,Controller Component,CONTAINS
rel_000695,Blackboard Architecture,Concurrency,IMPLEMENTS
rel_000696,Blackboard Architecture,Data Store,DEPENDS_ON
rel_000697,Blackboard Architecture,Data-Centered Repository Architecture,RELATES_TO
rel_000698,Blackboard Architecture,Knowledge Source,CONTAINS
rel_000699,Blackboard Architecture,Scalability,IMPLEMENTS
rel_000700,Blackboard Model,Repository Pattern,RELATES_TO
rel_000701,Blob anti-pattern,play game module,RELATES_TO
rel_000702,Block Pool Abstraction,Hadoop Filesystem,RELATES_TO
rel_000703,Block Scanner,Replication Policy,IMPLEMENTS
rel_000704,BlockFile Structure,Maintainability,RELATES_TO
rel_000705,BlockFile Structure,Performance,RELATES_TO
rel_000706,BlockFile System,wxWidgets Integration,DEPENDS_ON
rel_000707,Blue/Green Deployment,Microservices Architecture,PART_OF
rel_000708,BombedMazeFactory,MazeFactory,DEPENDS_ON
rel_000709,BombedMazeFactory,MazeFactory,PART_OF
rel_000710,BombedMazeGame,Factory Method,IMPLEMENTS
rel_000711,BombedWall,BombedMazeFactory,DEPENDS_ON
rel_000712,BombedWall,Prototype,IMPLEMENTS
rel_000713,Book,IBook,IMPLEMENTS
rel_000714,Booking,hasTalkback,CONTAINS
rel_000715,BooleanExpressionSystem,LiteralExpression,DEPENDS_ON
rel_000716,BorderDecorator,Decorator,IMPLEMENTS
rel_000717,BorrowedCharacter Interface,CharacterAdapter,DEPENDS_ON
rel_000718,Bottom Bar Navigation,Usability Design Principles,RELATES_TO
rel_000719,Bottom-Up Approach,Component-Level Design,DEPENDS_ON
rel_000720,Bottom-Up Development,Module,RELATES_TO
rel_000721,Bottom-Up Strategy,Service-Oriented Architecture (SOA),DEPENDS_ON
rel_000722,Bound Execution Times,Resource Management Tactics,PART_OF
rel_000723,Bound Queue Sizes,Scheduling Policies,DEPENDS_ON
rel_000724,Boundary Class,Controller Class,RELATES_TO
rel_000725,Boundary Class,Data Access Class,RELATES_TO
rel_000726,Boundary Crossing,Component,RELATES_TO
rel_000727,Boundary Value Analysis,State Transition Testing,RELATES_TO
rel_000728,Bounded Context,API,CONTAINS
rel_000729,Bounded Context,Aggregate,CONTAINS
rel_000730,Bounded Context,Aggregate,PART_OF
rel_000731,Bounded Context,Aggregate,RELATES_TO
rel_000732,Bounded Context,Aggregate Root,CONTAINS
rel_000733,Bounded Context,Anti-Corruption Layer,RELATES_TO
rel_000734,Bounded Context,Anti-corruption Layer,RELATES_TO
rel_000735,Bounded Context,Application Service,CONTAINS
rel_000736,Bounded Context,Architectural Guide Rails,PART_OF
rel_000737,Bounded Context,Catalog Service,PART_OF
rel_000738,Bounded Context,Change Control,RELATES_TO
rel_000739,Bounded Context,Collaboration Context,PART_OF
rel_000740,Bounded Context,Component,PART_OF
rel_000741,Bounded Context,Component,RELATES_TO
rel_000742,Bounded Context,Component Cohesion,RELATES_TO
rel_000743,Bounded Context,Component Coupling,RELATES_TO
rel_000744,Bounded Context,Component Interaction,PART_OF
rel_000745,Bounded Context,Component-Based Decomposition,PART_OF
rel_000746,Bounded Context,Context Map,CONTAINS
rel_000747,Bounded Context,Context Map,PART_OF
rel_000748,Bounded Context,Context Mapping,CONTAINS
rel_000749,Bounded Context,Context Mapping,RELATES_TO
rel_000750,Bounded Context,Core Domain,PART_OF
rel_000751,Bounded Context,Core Domain,RELATES_TO
rel_000752,Bounded Context,Database Decomposition,PART_OF
rel_000753,Bounded Context,Digital Learning Environment,RELATES_TO
rel_000754,Bounded Context,Domain Event,RELATES_TO
rel_000755,Bounded Context,Domain Events,DEPENDS_ON
rel_000756,Bounded Context,Domain Events,RELATES_TO
rel_000757,Bounded Context,Domain Partitioning,RELATES_TO
rel_000758,Bounded Context,Entity,CONTAINS
rel_000759,Bounded Context,Entity,PART_OF
rel_000760,Bounded Context,Entity,RELATES_TO
rel_000761,Bounded Context,Event,RELATES_TO
rel_000762,Bounded Context,Event Store,DEPENDS_ON
rel_000763,Bounded Context,Event Storming,RELATES_TO
rel_000764,Bounded Context,Event-Driven Architecture,RELATES_TO
rel_000765,Bounded Context,Inventory Service,PART_OF
rel_000766,Bounded Context,Message-Based Solution,RELATES_TO
rel_000767,Bounded Context,Microservices,PART_OF
rel_000768,Bounded Context,Microservices,RELATES_TO
rel_000769,Bounded Context,Microservices Architecture,PART_OF
rel_000770,Bounded Context,Module,CONTAINS
rel_000771,Bounded Context,Open Host Service,IMPLEMENTS
rel_000772,Bounded Context,ProductDiscussionRetryListener,PART_OF
rel_000773,Bounded Context,REST,PART_OF
rel_000774,Bounded Context,RESTful Integration,RELATES_TO
rel_000775,Bounded Context,Service-Oriented Architecture,RELATES_TO
rel_000776,Bounded Context,Shared Kernel,PART_OF
rel_000777,Bounded Context,Shared Library,PART_OF
rel_000778,Bounded Context,Subdomain,CONTAINS
rel_000779,Bounded Context,Ubiquitous Language,CONTAINS
rel_000780,Bounded Context,Ubiquitous Language,DEPENDS_ON
rel_000781,Bounded Context,Ubiquitous Language,PART_OF
rel_000782,Bounded Context,Ubiquitous Language,RELATES_TO
rel_000783,Bounded Context,User Management Service,PART_OF
rel_000784,Bounded Context,UserAssignedToRole,CONTAINS
rel_000785,Bounded Context,Value Object,CONTAINS
rel_000786,Bounded Context,Value Object,PART_OF
rel_000787,Bounded Context,Value Object,RELATES_TO
rel_000788,BowAndArrowBehavior,WeaponBehavior Interface,IMPLEMENTS
rel_000789,Box-and-Line Diagram,Unified Modeling Language (UML),RELATES_TO
rel_000790,Branching,Merge History,RELATES_TO
rel_000791,Branding,Multi-tenancy,RELATES_TO
rel_000792,Breakpoint,GDB Architecture Definitions,PART_OF
rel_000793,Bridge,Decorator,RELATES_TO
rel_000794,Bridge,Delegation,RELATES_TO
rel_000795,Bridge,Mediator,RELATES_TO
rel_000796,Bridge,Object Composition,RELATES_TO
rel_000797,Bridge,Template Method,RELATES_TO
rel_000798,Bridge Pattern,Abstraction,CONTAINS
rel_000799,Bridge Pattern,Abstraction,IMPLEMENTS
rel_000800,Bridge Pattern,Adapter Pattern,RELATES_TO
rel_000801,Bridge Pattern,Concrete Implementor,CONTAINS
rel_000802,Bridge Pattern,ConcreteRemote,IMPLEMENTS
rel_000803,Bridge Pattern,Decoupling,RELATES_TO
